trade_date,ticker,side,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,pnl_pct_gross,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,position_size_rs,pnl_rs
2025-09-08,SHK,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 11:00:00+05:30,2025-09-08 11:15:00+05:30,254.99899000000002,256.91148242500003,251.93900212000003,2025-09-08 12:00:00+05:30,256.91148242500003,SL,-0.8810405202601133,-0.7500000000000041,33.61727255193017,23.344103389929018,13.917931380707634,1.6249587139219905,3.4354528442269046,0.0075859291084855,0.6486268632153009,50000,-440.5202601300566
2025-09-09,BAJAJCON,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-09 10:15:00+05:30,2025-09-09 10:30:00+05:30,220.23,221.88172500000002,217.58723999999998,2025-09-09 11:15:00+05:30,221.88172500000002,SL,-0.8810405202601262,-0.7500000000000124,38.86562940523602,20.49306625135749,16.27461341108606,1.2148114929734264,3.1585421990114564,0.005090930301891161,0.6555764523488898,50000,-440.52026013006315
2025-09-09,GSFC,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-09 10:15:00+05:30,2025-09-09 10:30:00+05:30,204.06,205.59045,201.61128,2025-09-09 14:30:00+05:30,204.39,EOD,-0.2919925119866303,-0.161717142017046,25.637423587467644,13.043478258979121,4.027268196074304,1.6834080542184646,4.132989851047269,0.005869595634531982,0.539157763300246,50000,-145.99625599331515
2025-09-10,RALLIS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-10 11:15:00+05:30,2025-09-10 11:30:00+05:30,341.18175,343.74061312500004,337.08756900000003,2025-09-10 12:00:00+05:30,338.96385,BE,0.5208445522889882,0.6500640787498284,42.843362651535465,16.35220125642192,7.1621457169629865,1.187242298710968,2.8393569871407043,0.0076239280485254106,0.7104178420474514,50000,260.42227614449405
2025-09-11,ANGELONE,SHORT,B_HUGE_RED_FAILED_BOUNCE,HUGE,2025-09-11 10:15:00+05:30,2025-09-11 13:00:00+05:30,2308.5382,2325.8522365,2280.8357416,2025-09-11 13:15:00+05:30,2238.3950999999997,BE,2.9123074803502647,3.0384205901379597,31.032473926204403,37.13826366475891,38.43494688778941,0.6895467305318853,1.254854302173587,0.005208011374173194,0.44890050184482533,50000,1456.1537401751323
2025-09-11,MINDACORP,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-11 13:00:00+05:30,2025-09-11 13:15:00+05:30,504.59906,508.38355295,498.54387128,2025-09-11 14:15:00+05:30,508.38355295,SL,-0.8810405202601126,-0.7500000000000029,41.95351002893283,29.081632648906663,22.557399027987703,1.6154701867675998,2.0280338704664627,0.0031676895664224953,0.7720099331183223,50000,-440.5202601300563
2025-09-12,METROPOLIS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-12 10:30:00+05:30,2025-09-12 10:45:00+05:30,2091.5816,2107.268462,2066.4826208,2025-09-12 12:15:00+05:30,2086.3403,BE,0.12085116881911816,0.2505902710178813,33.61208451461906,10.434782608377574,19.214876033058207,0.9552244355167965,3.3024647336735735,0.00381043430756622,0.5313455439347252,50000,60.42558440955908
2025-09-12,ORIENTHOT,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-12 11:00:00+05:30,2025-09-12 11:15:00+05:30,142.33999999999997,143.40755,140.63191999999998,2025-09-12 12:00:00+05:30,141.68377999999998,BE,0.3315574999808584,0.46102290290852227,41.2446199275729,28.809788649573576,17.55003450655622,1.7748516829970267,3.153659228161114,0.006797226932067883,0.7892683434380732,50000,165.7787499904292
2025-09-12,SRHHYPOLTD,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-12 13:15:00+05:30,2025-09-12 13:30:00+05:30,607.07856,611.6316492000001,599.79361728,2025-09-12 14:00:00+05:30,604.809,BE,0.2442706883749804,0.3738494734520141,27.43515193973846,33.333333330628236,13.715913715913723,1.4962259244919516,1.8965206192736872,0.003786008230452694,0.5281928468458528,50000,122.1353441874902
2025-09-15,JBCHEPHARM,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-15 11:15:00+05:30,2025-09-15 11:30:00+05:30,1673.2652799999998,1685.8147695999999,1653.1860966399997,2025-09-15 12:45:00+05:30,1685.8147695999999,SL,-0.8810405202601143,-0.750000000000001,35.000703777859556,12.760416666201138,8.390867099600053,1.5969069008923449,2.618698047927258,0.003814416274842806,0.6644692643240537,50000,-440.5202601300571
2025-09-15,KRBL,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-15 11:00:00+05:30,2025-09-15 11:15:00+05:30,395.62086,398.58801645,390.87340968,2025-09-15 11:45:00+05:30,398.58801645,SL,-0.8810405202601248,-0.7500000000000012,49.55704844117253,14.482200646921086,23.85398981324276,0.7796005909571381,3.4577225530497047,0.018860454234603877,0.739785830035087,50000,-440.5202601300624
